reg	node1	node2	MI	MIC	Theta	Theta_T	Theta_Tn	Sigma	Sigma_null	T	T_null	Tn	Tn_null	P	P_T	P_Tn
PPARA	HMGA2	PAX8	0.0063534781389740225	0.06936294421691729	1.2833655194563	1.3454459332037758	0.4326410164457379	0.086388914697629	0.04756811292288225	0.22559279479954464	0.12063041095638505	0.12541021118370033	0.09307472629116303	0.1066	0.0996	0.293
HOXB5	HOXA2	PBX1	0.12265766079354501	0.15302460412497193	2.694870904467793	2.2113323261940927	2.698051892819165	0.1289859932522467	0.04708506176253834	0.2927607360275877	0.11945290974954412	0.2927607360275877	0.09213999920542774	0.0124	0.0264	0.0156
FOXO6	CREB5	GLIS3	0.0	0.03678896416854203	0.09230426639018781	0.14225370054745248	0.43100047416001286	0.050396500385395906	0.047588227938913465	0.1319262761330262	0.12077529920834118	0.12474077661020733	0.09266158657509263	0.4248	0.4024	0.2968
MEIS1	HOXA3	POU4F1	0.08600020691336141	0.0459145673094425	0.4785950184017907	0.4753633746609836	0.8928658639588076	0.06430161032567688	0.04936891198683155	0.16409351344395695	0.1256343744783884	0.16409351344395695	0.09632150364715804	0.2842	0.2862	0.1762
MYF6	EOMES	OLIG2	0.0	0.05472508489552057	0.40612406287056074	0.12394972169663714	0.4425210380488297	0.05971177424041809	0.04714312363569426	0.12962555942054443	0.11971283382168044	0.12506069145397403	0.09171915219189003	0.306	0.392	0.2834
MEF2D	FOXO6	PBX1	0.048945460993198964	0.03558872786892699	0.532785235020113	0.537767845086249	0.6213161451876482	0.030756081635476974	0.04708360284002417	0.0769907024474521	0.11960056191845989	0.04605184716265498	0.09283735988948055	0.6664	0.669	0.6954
AR	HOXA13	PPARG	0.007559208674439599	0.14931470727249874	2.1132907046804092	2.257807186121182	2.1320816009123194	0.11377626596158433	0.04798426312782425	0.3034832333370414	0.12186727746472192	0.25791820726865033	0.09487652977503455	0.0346	0.0288	0.0378
HOXB3	BHLHE41	MEIS1	0.06645895631836218	0.05529521725912847	0.4042031393638365	0.1572487921876304	0.4126656674158784	0.059551434323947834	0.04720528087509354	0.13209498880486814	0.11969955106031312	0.12292335462673964	0.09230501113357652	0.31	0.3968	0.2948
TEAD1	DLX5	IRX1	0.04968164842987255	0.009793423759487574	1.1572962365621258	1.1469676404553002	1.3785209524896735	0.01958684751897515	0.05698331491982315	0.04896711879743787	0.1457704046478071	0.0	0.11154114067979226	0.8886	0.887	0.9294
HOXB8	HOXA5	MEIS1	0.5030159606006044	0.3994684259224836	3.456651560077249	3.7790680135644155	1.2881685412313977	0.2878177733112172	0.12855466494266335	0.8411797836952637	0.3538742005044859	0.41144165145713174	0.24709052264182638	0.0024	0.001	0.1016
HOXB6	EGR2	HOXB1	0.04267792969725859	0.005133523746646507	1.2972116531585356	1.2805422044562789	0.9561576021842885	0.010267047493293014	0.0508867145886949	0.025667618733232533	0.12981638863257783	0.025667618733232533	0.09967192877488107	0.9188	0.9172	0.8236
E2F4	AR	EGR2	0.026851771656451806	0.047516617639921856	0.3311522394984555	0.2563867591384458	0.2080913801863441	0.061960426768186076	0.051488666175480556	0.152420068353329	0.13133013679966768	0.08516301984628027	0.10152957607110492	0.3372	0.3568	0.5132
SOX18	GLI2	LEF1	0.020051289682980755	0.07704186208051636	0.7315794820222619	0.9311749463956093	0.17802513150485627	0.07845931489612745	0.05511929877073907	0.21796494668134025	0.1407587821567476	0.12109722578762816	0.10686363194679274	0.2088	0.162	0.3738
ATF6	BATF3	GATA2	0.014480803925629893	0.039131645057782286	0.5918665311836618	0.44877616732645914	0.10099917092755308	0.02935660535118549	0.04726098077972557	0.0849106511416644	0.11998735524063085	0.0849106511416644	0.09248459635282556	0.7016	0.6416	0.4804
MEIS1	HOXB6	MITF	0.08319641435264824	0.0022452514002798017	1.4172927491166072	1.3953842827410299	1.2537167379145218	0.004490502800559603	0.047146087342298346	0.01122625700139901	0.1197636459858461	0.0	0.09218682024819681	0.9402	0.9404	0.9026
MEIS1	NKX3-2	POU4F1	0.0009990554420302722	0.07985445274054426	1.1766102610626372	0.9761699629088402	0.27739498140675295	0.1029847027833961	0.06385819908720149	0.2506446746076163	0.16479734565270054	0.14862758909510498	0.12493571397607961	0.1196	0.1586	0.3322
GLI2	NR2F2	TBX3	0.09057210989620135	0.08109415679145071	0.48318052272918877	0.5935629573469233	1.0914049558730392	0.0840594999153772	0.06734441988091043	0.22913896261920152	0.1748006015188335	0.22913896261920152	0.13180334529662274	0.2936	0.2578	0.1374
MEIS1	HOXA7	NKX2-3	0.7046250103888245	0.31043218534581585	4.763346267470836	4.574692186149181	5.3385148679271754	0.33784472463498166	0.12516959163619598	0.9139550929246052	0.3448469972909422	0.9139550929246052	0.2380591135879492	0.0002	0.0002	0.0002
PAX5	IRF4	TBX1	0.0	0.12026970280924676	1.3264754032570172	1.6922231738296873	1.6482090033147432	0.10451261486053447	0.059104513923186774	0.3029720987389508	0.1515492446907444	0.2556266747698519	0.11533948375197342	0.0994	0.0634	0.0684
MYF6	NEUROD2	OLIG2	0.0730987687177489	0.02589668384218049	1.112436164346767	1.2858853487647297	1.5470622883037808	0.03171769733048305	0.06933783399897928	0.0651124282162372	0.18008035425862876	0.0	0.13447297740415742	0.8814	0.9232	0.9622
FOXA1	LEF1	PAX5	0.2074151728495326	0.1746108039757866	0.5378181461659313	0.5977001045351819	1.2109955678421103	0.10131023024716124	0.08210232186698756	0.27360984062669313	0.21638076739489315	0.27360984062669313	0.15870137627758524	0.2694	0.2522	0.1206
RELA	EGR1	PAX5	0.0	0.049121380408881345	0.7331431992310714	0.7390775121389282	0.22850355615024806	0.06953786445083569	0.047251245893014035	0.17794303690366764	0.1200158097029314	0.11027917176292856	0.09332582625612088	0.2208	0.2206	0.3606
HOXA7	PAX5	PBX1	0.0	0.008695768787118752	0.9587647353605593	0.952990786048206	0.6572522069056296	0.017391537574237503	0.04669962806101062	0.04347884393559376	0.118572429093339	0.04347884393559376	0.09232887200645458	0.832	0.8274	0.7112
HOXB5	HOXB6	POU4F1	0.09727825878903884	0.031844528714617404	0.4119258923958596	0.37493653750961564	0.7563341668291558	0.06368905742923481	0.050644609483726344	0.15922264357308702	0.12861862765265536	0.15922264357308702	0.09974244034524939	0.301	0.3088	0.1992
HOXA3	BHLHE41	HOXB5	0.021389744434557212	0.03763259537385775	0.27576929096616126	0.2579503538457082	0.07918578405995567	0.03920970389905739	0.04771507031933209	0.10051420532517463	0.12100570864402052	0.10051420532517463	0.09448895829893017	0.5652	0.5562	0.4044
USF2	EGR1	PPARG	0.01750201586753075	0.088766737100807	1.4029031348616279	1.5924897189952778	1.924521808486041	0.09573021683020312	0.05133322406417867	0.2610585629283557	0.1308100264228664	0.25158642283642196	0.09978720008601909	0.0892	0.0694	0.0494
ZKSCAN3	FOXD2	KLF4	0.06994837707492385	0.003599667801943607	1.359959564124446	1.3344464798394189	1.0646853009974955	0.006086463848108265	0.047735752812208	0.015634045115562767	0.12113424370323883	0.015634045115562767	0.09474513511910478	0.9222	0.9206	0.8488
RELA	MEF2C	NFATC4	0.0015027627938581922	0.059303531860476696	0.6872587339106786	0.4794645194582591	0.24551108246890138	0.06789016049167691	0.04720651810446678	0.15733821088269062	0.12001379552290393	0.11125773571837705	0.09317178863799296	0.224	0.2782	0.3498
TFAP2B	HOXA2	TFCP2L1	0.0	0.0029984454606394985	1.3525317937116523	1.3318069704853233	1.2302638524448626	0.005996890921278997	0.04798181156998477	0.014992227303197492	0.12203706361356507	0.0	0.09342097907707012	0.9326	0.9322	0.8964
GLI2	EBF1	NR2F2	0.08479970945427162	0.06472381233140174	0.3382513218838886	0.3121958542338483	0.2919409827768558	0.09611824481125344	0.08396985249546705	0.25157357967402305	0.22150753991401026	0.19050186051524332	0.16231655805487316	0.323	0.3376	0.339
WT1	GATA3	NR1I2	0.05057418936469871	0.1156754726944075	1.8392780028368068	1.9159152692450052	1.7538681931408422	0.14872688894767822	0.08258434592142201	0.40179088616067915	0.21779347717332542	0.3289119948678767	0.15961783421877124	0.0484	0.0424	0.0576
GFI1B	ERG	TAL1	0.10706376015133179	0.17347014565811625	3.9672298261143237	4.008523787174816	1.6343457545405085	0.17887129438418328	0.05175764489013201	0.4652613869647717	0.1319317816255293	0.2291720049454935	0.09973835343190426	0.001	0.0014	0.0742
LMX1B	MEIS3	TBX21	0.1707057354391739	0.06588330999801792	1.424270301337316	1.4410108008355855	1.3386122014360609	0.10117714546482214	0.05472088054693918	0.26227782617110806	0.13983612853205385	0.0	0.10875487148755157	0.0844	0.0848	0.9256
PAX7	MAFB	NR2F2	0.05114457327358979	0.014168237787571147	0.9759812791433259	0.9840957029691669	0.9190489933397133	0.018355628167404388	0.04856679266406946	0.04488376550355877	0.12353133832421968	0.025957423434296967	0.09596410807043612	0.832	0.8364	0.8026
HOXB2	HOXA9	POU4F1	0.03692810523486889	0.050444318323833226	0.2927932786609637	0.42062713853411576	0.03114639992920548	0.05278302646241074	0.0626624267840267	0.12423994782026737	0.16162633709417681	0.12423994782026737	0.12157671172676353	0.5748	0.628	0.43
CREB1	HOXA7	VDR	0.11940470541321435	0.12996425195057787	1.5132916807413095	1.6265197391319666	0.9078984566193213	0.13773859639500421	0.08350337751591963	0.37676352517743594	0.22038442321776974	0.24664252414252474	0.16040785839523725	0.0764	0.069	0.171
GLI2	NR2F2	PAX8	0.0	0.04534344193270927	0.17244788408376588	0.10723577274415272	0.26610378301703186	0.043427739059723504	0.04881707685972523	0.1156755234818494	0.12434740204045151	0.1156755234818494	0.09538809497803385	0.5196	0.4944	0.3372
WT1	EGR2	HOXA9	0.0	0.025502087856215817	0.7035370829140726	0.7361596530765131	0.5735572436391249	0.025542704046349868	0.04710773513389847	0.061414774627447155	0.11949949912483548	0.049748701908742365	0.09255898276707043	0.7438	0.7534	0.674
MEIS1	TEAD3	UNCX	0.0	0.030145089278047	0.400159986199626	0.48871948784387886	0.47362524827179403	0.03787155172723668	0.05039402910247723	0.0887010906792427	0.1283817888976511	0.062024355710992296	0.09846761626078136	0.6126	0.6482	0.6252
GLI2	IRF6	VDR	0.07058096159343741	0.04539851701322499	0.11192646859633987	0.09233947772453145	0.26478603034485193	0.04417710005258996	0.047659457422573236	0.11355628307313514	0.12096163818099717	0.11355628307313514	0.0934040896922058	0.5002	0.4904	0.3384
HOXB2	EGR1	IRX5	0.0	0.0185404017270538	0.7060736127226235	0.7273822617628046	1.4385144623517958	0.0370808034541076	0.06017475170698092	0.092702008635269	0.15493105478715094	0.0	0.11843646344813291	0.7454	0.7546	0.9478
HOXA3	BHLHE41	HOXB6	0.0	0.033382526335176	0.2539278193600862	0.2591683737124745	0.04679810175822441	0.039135783270665025	0.04686339340685985	0.0986970736551025	0.11914870633848737	0.08869551228158246	0.09221573698188049	0.5588	0.558	0.455
HOXB8	HOXB2	HOXB5	0.7825882731728036	0.3990864968292072	3.1742469423527933	3.40911752902364	4.156072312810824	0.2924064027286803	0.1360628727611076	0.8504146860341169	0.3759524764503176	0.8504146860341169	0.26266500989670766	0.0026	0.002	0.0002
RELA	GLIS3	NR2F1	0.06765211990393816	0.0226731662745145	0.9149436050799495	1.0301934576696992	0.7463321961097563	0.027866234766046976	0.05760939759854871	0.060410613626146414	0.1479861120583802	0.05294200152559192	0.11337935095181315	0.8264	0.8588	0.7528
JUNB	KLF2	MECOM	0.008758877956636102	0.028790426779735957	0.14080554530015657	0.11642666507029645	0.15536405168862347	0.043854871074515724	0.04825503091810938	0.11320459789950199	0.12259535728552289	0.0824570619003242	0.09427983351109831	0.5032	0.488	0.4954
STAT5B	GATA1	WT1	0.08214555336187335	0.06954812300159885	0.5442105999504158	0.7940602644577571	1.2007382797559099	0.06724035378084885	0.05020918606467413	0.19188353092387178	0.12775411458985894	0.19188353092387178	0.0986109416932388	0.2642	0.1964	0.1182
AR	FOXO6	HOXA9	0.03487574069451549	0.06345582660776863	1.131137776131237	1.059813377934298	1.268296900500707	0.084380433161984	0.04961642742139369	0.21060336653662715	0.12638558547072526	0.0	0.09725991719547897	0.1306	0.1456	0.9066
HOXB8	IRX5	TWIST1	0.27965603964633834	0.17210988549581333	0.6829828336705857	0.5301628559004955	0.3104827564190641	0.09359114400677132	0.12350972518023078	0.2752313329181231	0.33955587784259106	0.2752313329181231	0.23697712127670703	0.731	0.673	0.3422
ZNF202	FOXD2	MEF2C	0.0696248936206767	0.05028706649538073	0.1986751040592478	0.27347687524874564	0.15740883360632837	0.04274817861764761	0.049043637451059094	0.10246562808542103	0.12483748135588525	0.08412300053977129	0.09643925527457396	0.539	0.5662	0.493
HOXA3	HOXA9	TBX1	0.24299402935990466	0.053419198855851	1.4999349501384007	1.3897943321909427	1.8817427243076021	0.106838397711702	0.05746597034493243	0.267095994279255	0.1475560059742518	0.267095994279255	0.11257416712921174	0.0754	0.09	0.0458
GATA5	JUN	LMX1B	0.022360777934741893	0.10374361858211181	0.24496668750559694	0.3072360417746973	0.6834042545238248	0.055609730823018906	0.04804819686161233	0.14639077370060738	0.12199326679967637	0.14639077370060738	0.09468084811471819	0.3572	0.3364	0.2182
RELA	BCL6	EGR3	0.10478313613652457	0.06555000910135052	0.15574656334500334	0.24155841443079978	0.23969189223420712	0.062004401192110724	0.05689287564605737	0.1659396968729574	0.14541138945159504	0.09133808667140864	0.11089451225304758	0.3962	0.3622	0.533
MEIS1	GLI2	POU4F1	0.01775198980289261	0.025375277091341	0.061006835864641513	0.09124958215795152	0.3023249859045304	0.050750554182682	0.0526724227177993	0.126876385456705	0.13432982581380237	0.126876385456705	0.10310377700042177	0.4856	0.4962	0.3318
HOXA7	MEIS1	NR5A2	0.07303298045664608	0.0892578089527761	1.6027849308739999	1.8309602230085589	0.8813412848373974	0.10090541245350572	0.05110078366129123	0.27763064839363016	0.1301559743246483	0.16929556568875448	0.10111572836103443	0.072	0.0524	0.1828
HOXB8	HOXA13	HOXB7	0.3078877233883941	0.10998334144090798	2.452992702081634	2.4967568575741135	3.04672053994508	0.1583677729412063	0.07238504018397234	0.4207456677625201	0.18822656272950078	0.4207456677625201	0.14058496439571158	0.0206	0.0172	0.0092
HOXB3	HOXA3	PBX3	0.504610084183037	0.11895618387154543	0.9463772701515565	1.0559352245215983	1.654298493382145	0.12180829243385613	0.0874819190120888	0.33455793948221535	0.2318544015988359	0.3304765237936156	0.1681043342280495	0.1688	0.1458	0.0658
ZEB1	GATA2	PAX8	0.0534910513321698	0.010559234745886848	0.8873088520757043	0.8840533822491486	0.5650193276209409	0.021118469491773696	0.048623219209861936	0.05279617372943424	0.1235889309044123	0.05279617372943424	0.09589202768460992	0.8092	0.8072	0.6706
MSX2	ERG	TBX4	0.0	0.016769054059902543	0.9359200325348692	0.8886278355202034	0.9023488622842187	0.018293388574297718	0.04652563658273019	0.049060094216385686	0.11838637441110891	0.02482606639166196	0.09165819358062278	0.8182	0.8014	0.7962
MEIS1	PAX5	SHOX2	0.04148995052031257	0.061061120311570426	1.3525742327959625	1.3812223848564151	1.8589077339931275	0.09289916365434817	0.05034143263877908	0.23979584391951825	0.12785325496934197	0.23979584391951825	0.09700770836114635	0.0976	0.0944	0.0518
PPARG	ID4	VDR	0.0	0.0644929914696685	0.6874960731142032	0.826387017264238	0.7688554373028139	0.0737950247070438	0.05230627107707886	0.19961315648295042	0.1330066876785773	0.04362753854068657	0.1037435726718976	0.2246	0.1902	0.7576
MEIS1	GATA1	GLI3	0.02479341623222764	0.06980273991450696	0.25199439548640246	0.20553868905729206	0.11902916454842984	0.061718404712247626	0.053608112118074994	0.1541472521241256	0.13692193143092454	0.11560020463718113	0.10596862640855274	0.3574	0.3736	0.3868
CREB1	CEBPD	IRF6	0.0812907383278576	0.03748778286876799	0.900784882745207	0.8516226567857783	1.2601845964505691	0.07497556573753598	0.047435434344310634	0.18743891434383997	0.12029584713676011	0.18743891434383997	0.09348752645710862	0.1728	0.1844	0.1116
RELA	CEBPD	NFIA	0.0	0.0400323058864525	1.0557755679299237	1.0013893842587722	1.3983076125645584	0.080064611772905	0.04756349266898154	0.2001615294322625	0.12063496135060568	0.2001615294322625	0.09406143574508531	0.1404	0.1498	0.0932
HOXA7	GATA2	HOXA13	0.0	0.07206708719416524	2.0798520704162176	2.168506293128617	2.0527065770400816	0.11082214779826859	0.047325075333173545	0.291074268090616	0.12015545965063602	0.2451901677265127	0.09272560141368055	0.0354	0.0318	0.0404
CREB1	EGR1	TAL1	0.0	0.002771829296843098	1.4599897448163348	1.437732355527271	1.261667987981536	0.0035353506684573832	0.048157532036508154	0.008490140344722619	0.12232935277385122	0.0	0.09360345591330288	0.9492	0.9492	0.899
TBX2	CEBPE	HOXC6	0.03785027009019615	0.06643402633471877	0.5908416101201613	0.29977748179386093	0.6810202378540761	0.06547166142769967	0.04744892427481771	0.14420187730232037	0.12058143853906395	0.14420187730232037	0.09325914853783211	0.255	0.344	0.219
HOXB7	HOXB2	TFCP2L1	0.01320921410644127	0.07459487857315734	0.6106141502233094	0.6143365529292335	0.24272607686653522	0.07314398989048095	0.05359894927596665	0.1881686151854669	0.13700585162864323	0.12471527314853392	0.10530235460838862	0.248	0.2438	0.3496
ZNF202	MAFB	TEAD4	0.021673997596033168	0.1135377613393774	2.421358572268738	2.4053196774077454	0.9766620446237847	0.12207940121715247	0.04795066190543959	0.31209996848988597	0.12202602748886056	0.02053336988381327	0.09428135866806982	0.0192	0.0184	0.823
GLI2	LEF1	TWIST1	0.0	0.03394359051233087	0.2997713066315773	0.3087928672287088	0.6719355738273991	0.05912722727498928	0.04972980417910838	0.15133788270844972	0.12634940549494947	0.15133788270844972	0.09897179137514843	0.3402	0.3348	0.221
VDR	CEBPA	OLIG1	0.11705381321353014	0.1116949299359253	0.0629123221721698	0.04437987425591562	0.023002216242812432	0.08949652993660792	0.08719432585537693	0.22686627965662076	0.23124134404696714	0.16515749701508176	0.16738777017169112	0.4386	0.4782	0.4594
HOXA7	HES1	PBX1	0.030900478460897496	0.06569072503544535	1.2470323693372336	1.2069421799160376	1.2631639077810952	0.11167832627407334	0.06851118522763784	0.2866925376492875	0.1771539225829657	0.2449314501213482	0.13406143168367504	0.1102	0.1132	0.111
HNF4A	PAX5	SOX18	0.0	0.06302487154540799	0.6094988447401515	0.7524337295116156	0.12004031016824179	0.06668148093626731	0.04803211376834929	0.1813591956748093	0.12203923753218655	0.10318381781617125	0.09410493458110233	0.2488	0.2112	0.3926
HOXB6	HOXA9	MEIS2	0.020741709004082676	0.01008603501728782	0.92567938267646	0.9104319549686858	0.6006133612117094	0.018504072372149568	0.04719066961255956	0.04699859855492372	0.11988588469996511	0.04699859855492372	0.09254579248027699	0.8202	0.8166	0.6792
FOXC1	ID4	MECOM	0.11116231121078712	0.092062420246948	2.7828174081173214	2.7926254887567725	3.310871297314444	0.14323349200164662	0.053033268351044265	0.36982171746500003	0.13541920877152408	0.36982171746500003	0.1036552943172554	0.0102	0.0094	0.0048
RELA	GATA3	PPARG	0.0	0.0069119075352117145	1.137522634969215	1.1226866200438652	1.2447889781070343	0.01313739320320491	0.048297938344279374	0.03316446284772301	0.1229855963098015	0.0	0.09500190967703494	0.8758	0.8738	0.8978
RELA	EGR3	NR3C2	0.022172779668508724	0.009003261313872279	1.0754453185048125	1.0611700193908664	0.7292702838846806	0.01652959844414669	0.05061510936602721	0.0419786150984085	0.12886589471537777	0.0419786150984085	0.0992331831061703	0.8602	0.8572	0.7364
HOXA2	EGR1	HOXB8	0.0	0.0476512298967056	1.481816107762265	1.4084104914067883	1.2492486613942686	0.0953024597934112	0.04927201221734122	0.23825614948352802	0.12511118091697362	0.0	0.09578263189638503	0.0786	0.0908	0.8938
PKNOX1	HOXA5	WT1	0.06474743488823043	0.09925217183627252	1.7337466088048332	1.980646193404466	2.290968989439458	0.10446362822722244	0.05020850224137445	0.2882576301399278	0.12796109039417453	0.2740148720002533	0.09810081175402714	0.0592	0.0404	0.0286
HOXB6	DLX4	HOXA7	0.3117821575661588	0.15975140163103507	1.5929978964160145	1.548585969604663	0.9399332034815054	0.10790966950080279	0.05563963723323185	0.2750903728647289	0.14260340822089046	0.1858966562827189	0.10907738512511182	0.0686	0.0746	0.1594
HOXA7	HOXB3	PBX1	0.09140314464442278	0.1306061947171337	2.017007071067063	1.5231567568717568	1.8894944122292159	0.10872881776639814	0.04735433627703261	0.24014530135332968	0.12036466529389975	0.23376146188125513	0.09292794224311451	0.0406	0.0768	0.0506
HOXA9	HOXA1	RUNX3	0.1425641874284258	0.08131356373785059	1.6144299545600362	1.3839094508222978	1.8571307538032	0.10341134045436348	0.05253976980681677	0.24733109605796932	0.13400869083472655	0.24733109605796932	0.10324003754154434	0.0648	0.0946	0.0514
CREB1	BHLHE41	NR5A1	0.01726102179534461	0.0950102722277995	0.20513789229791787	0.22465914379823135	0.0493286025396021	0.05417456311979888	0.047711738951005736	0.13933857216802448	0.12105956157612438	0.09010334533011344	0.09388014125780555	0.3758	0.3686	0.4564
HOXB8	HOXB2	HOXB6	0.716368688180506	0.38856647770866964	3.431119771389274	3.7739593706709917	4.620706615857061	0.3009577487550013	0.13543324880106683	0.888021917267509	0.3735673414091766	0.888021917267509	0.26014667728364077	0.0014	0.0006	0.0002
BCL6B	GLI1	TWIST1	0.012607674088114251	0.053519046866667974	1.1655819411080026	1.0750227142628397	1.3605606920480875	0.10311012107277956	0.06350957936515618	0.25964737383477354	0.16388127317831036	0.007947860498566328	0.12475428140450054	0.1234	0.141	0.9384
HOXB7	LMX1B	SHOX2	0.05136408786583946	0.01147649616237425	0.8523853024110717	0.8520475614238192	0.5220867870335308	0.022952992324748497	0.04957249155327055	0.05738248081187125	0.12603959328615172	0.05738248081187125	0.09802375985266783	0.7932	0.7958	0.6518
PPARG	MYF6	TWIST1	0.24596333403735393	0.08789931795079986	0.47753528320562233	0.04915783699603482	0.46652776835300475	0.07177744161758573	0.0560364475688406	0.14778833511172174	0.1435604158555638	0.14778833511172174	0.10982738160172116	0.277	0.433	0.272
HOXB3	EGR2	HOXA5	0.1464193784177783	0.05922794505275082	0.36213777491566823	0.21006848174523216	0.22843087544528326	0.06010767976831242	0.04887487135278672	0.14139773012510837	0.12444955030908678	0.1131241140716317	0.09583689753407036	0.3192	0.368	0.3478
MEIS1	GATA1	PBX1	0.0	0.11839105997360581	2.1220952393564154	2.5112754541737052	2.353327384174369	0.12936722261382316	0.05900132767587595	0.36843197655176985	0.15145289452231533	0.312855051778576	0.11570806058702406	0.0304	0.0172	0.0252
HOXA9	HOXB2	POU4F1	0.12629363647444247	0.050209765505834225	0.3746782028179858	0.3655749487242924	0.82576675738466	0.07100882459482535	0.05859645752994029	0.18166536009862022	0.15011475410083758	0.18166536009862022	0.1133043477929753	0.319	0.3206	0.1854
SRY	FOXC1	SCRT2	0.0	0.02322383050718484	0.09842642987168047	0.12078769150422454	0.24629204422658857	0.04644766101436967	0.04950421777266979	0.1161191525359242	0.1258090190831481	0.1161191525359242	0.097378577893483	0.4892	0.4972	0.344
TOPORS	HES1	TP63	0.030672466700987222	0.10218317187658563	1.6089169889626251	1.9446006111150462	0.9432528691159264	0.09703783388343643	0.04708488989968848	0.2752515921213847	0.11956746031836295	0.1634381436205361	0.09173782556187876	0.0646	0.0398	0.1624
HOXA7	PBX1	PRRX1	0.06719660109346304	0.10310894611995791	0.18875835019039455	0.0894277756258477	0.2785617421484878	0.06206647787155667	0.0687203055718767	0.17009320867302402	0.17844993543809862	0.16047852324951428	0.13508832748906663	0.5384	0.4892	0.3302
HOXB3	PAX8	SIX3	0.0015980411091294222	0.05738525707511011	0.23176849856870516	0.21860357887529402	0.055295750439618346	0.05510303498614604	0.04785226573418475	0.13928676569305676	0.12162425156676622	0.0997768782101387	0.09547329599376736	0.3658	0.3716	0.4078
OLIG2	EBF1	SOX18	0.06860336795484745	0.019974111938646556	0.687922076913163	0.7066400741569376	0.7446137326701608	0.025854462866038073	0.04718917064890483	0.06316455878435212	0.11984791086805617	0.036706000908880654	0.09332309519569032	0.7338	0.7374	0.7432
SRY	IRX1	PAX5	0.027347899845131085	0.03543389820878562	0.38562346270589015	0.32272401959883973	0.7622004400506127	0.07086779641757124	0.05821759264170166	0.1771694910439281	0.14945566276995584	0.1771694910439281	0.11419517572135642	0.3096	0.3266	0.197
MSX2	ARNT2	PPARG	0.043438955897681986	0.06969179725973178	0.39532435303000985	0.2820534714198194	0.20437161153593153	0.03581148552626019	0.048029429156891124	0.09958642979583687	0.12215202757795673	0.07865845650006786	0.09420912858629643	0.6174	0.5618	0.5142
TEAD1	MEIS1	ZNF423	0.12432271631814551	0.06061914380586866	1.0669721615129082	1.0109543140791872	1.4292607300105102	0.08136564286608075	0.04804015840457776	0.2041868884137623	0.1222696729470067	0.2041868884137623	0.09381266471658245	0.1378	0.1512	0.0918
HOXB6	IRX1	MEIS1	0.0857399143330908	0.062410111245508305	0.11920192792147938	0.08290747706344669	0.3950393566523497	0.05756741154472516	0.061622354937794555	0.1512162883796937	0.15859656799804295	0.1512162883796937	0.11795281159800677	0.503	0.4888	0.302
HIVEP2	GATA2	HMX3	0.04479978048544497	0.07022059578613601	0.07122319215779348	0.016124912329001678	0.5222950365345788	0.07697282853987261	0.07955297502523281	0.20720526474932655	0.2087667397763333	0.20375397931727557	0.153814152471172	0.4848	0.456	0.2618
HMG20B	AR	TAL1	0.047294859194497274	0.010794796665558427	1.1257934937838854	1.121230251478256	0.7298830957315829	0.021589593331116853	0.058612786148181814	0.05397398332779213	0.15049997365797665	0.05397398332779213	0.11403076262401332	0.8776	0.8796	0.7402
MSX2	HES1	ID4	0.07509643502814223	0.1467079526942789	3.1748558761155903	3.2084364030605395	0.8842034582049005	0.1967099447884089	0.08216454645861772	0.5259359968692578	0.21638254463017428	0.07657406944222123	0.1617903445110512	0.005	0.004	0.8172
MEIS1	EOMES	PBX1	0.024637112567621244	0.06256523399451046	0.632829118062206	0.6539367084445056	0.6860116382166395	0.0549418318843479	0.0776741633874987	0.14115165066850244	0.20409283704586087	0.08745098242836136	0.15108230564229191	0.7174	0.7282	0.7362
HOXB1	EGR2	HOXA13	0.06840803910316051	0.04278426587272639	0.40203132118508156	0.4101732414424315	0.00615704173301514	0.060324668767225295	0.04786131037580987	0.15421861513656054	0.12146561522701459	0.09451590090948914	0.09404834473022293	0.311	0.3062	0.4328
E2F4	GATA1	PPARG	0.06026588904528296	0.06568196033015203	0.8612041309845829	0.7658701551733779	1.1722331022800088	0.0744662038893955	0.04821032048509814	0.18276560244886308	0.12250570617708684	0.18276560244886308	0.09488910296989672	0.18	0.2036	0.1212
RELA	IRF8	KLF1	0.0	0.0	1.6275343835857696	1.6086586558013067	1.2995077963432675	0.0	0.05139377920339798	0.0	0.13096087991534439	0.0	0.10014997966819267	0.969	0.969	0.9126
OLIG2	EBF1	POU4F1	0.0065780231926604316	0.04278105176582967	0.5599424924592059	0.4640618925769217	1.1620761979058105	0.05030023063678459	0.06933804469902319	0.13822619616309106	0.17982298425297671	0.03233263716047752	0.13525757992290763	0.6922	0.6496	0.8928
HNF4A	FOXC1	NR1I3	0.05608815651794563	0.059813228078109494	0.4904960291919647	0.6914802105860954	1.1033548761015048	0.0628773621980411	0.04785823961887942	0.1761380264283674	0.12154047922482987	0.1761380264283674	0.09339811377076335	0.2716	0.2148	0.132
FOXC1	BATF3	KLF4	0.13500713505024686	0.1581744133019368	2.999997782994638	3.1679403043504872	3.8540495776419554	0.18689045949802788	0.07975981676383621	0.5121022177026615	0.209650133532027	0.5121022177026615	0.15458311621191573	0.0072	0.0048	0.0016
AR	HOXA13	PAX5	0.046588195776869235	0.015838533387881347	1.0317142341982768	1.0266098789478386	0.9791244112294059	0.021235690187974665	0.05478006826511889	0.05325885775523487	0.13989776820636163	0.027325048571062993	0.10642988430795126	0.8546	0.8514	0.832
