	reg	node1	node2	std	corr	std_null	zscore	T	T_null	T_zscore	Tn	Tn_null	Tn_zscore	MI_XY	MIC
1005	MEIS1	HOXB5	KLF1	0.35394222869686576	0.02110988655448863	0.19	2.6968300337141384	0.48882366531863064	0.3	1.7056613597159385	0.9670577561292295	0.44	3.046335744510496	0.6456668454320416	1.1329643246886936
1006	SRY	IRF6	NKX3-1	0.15970509219702012	0.5960529371002457	0.19	0.4112901667770166	0.31328034603531996	0.3	0.1077049511962929	0.39581009936424305	0.44	0.22866971718804524	0.6620706276383368	1.5250150358741998
1007	HOXB2	HOXA3	HOXA9	0.7244873324088853	-0.7868399182341675	0.23	6.027083747752546	1.231299464008755	0.36	6.417169158823185	0.9536863039736589	0.53	1.85947348640926	1.7839834664231455	1.5584735400214496
1008	HEY2	NR2F2	WT1	0.33469543940988433	0.8691077867706297	0.19	2.0133087098578435	0.6163687865782392	0.3	2.6181769603860054	0.6080524973395347	0.42	1.1160193201982656	0.5193995833365199	0.9819091101575652
1009	HOXC8	HOXA2	HOXB7	0.2063618887917748	0.42367160572884177	0.21	0.0511959230421762	0.2567925332997645	0.34	0.6476940248325344	0.47202103076373536	0.51	0.18188963825689558	0.7223857687451187	1.5224550600298188
1010	HOXB3	EBF1	MEIS1	0.3815744856135898	-0.8982698969358981	0.17	3.732472588487922	0.5550555628937417	0.27	2.919887412887178	0.6151763697277914	0.41	1.3741343306196327	0.5850255453790525	1.0241040641491383
1011	HOXA9	HOXA1	MEIS1	0.35237820245970775	-0.9095859605836678	0.19	2.1702872231303068	0.47199968136039205	0.32	1.1896958071057688	0.4703923098384566	0.45	0.10376906067748437	0.7980857169462467	0.9518740027843102
1012	RBPJ	JUN	POU4F1	0.38002311078297657	-0.7357066152398691	0.18	3.1687036836940363	0.6200351459229396	0.28	3.303037840171433	0.5809555309293062	0.41	0.9323756308913917	0.5385090417129019	1.218318545297865
1013	RELA	EGR1	NFIA	0.1308791268681504	-0.6447469334016082	0.18	0.6972320301037396	0.1958904281410443	0.28	0.7192536754899147	0.26806146599888336	0.42	0.8480852308039618	0.3918844711645155	1.2188615463461097
1014	HOXA3	BHLHE41	POU4F1	0.3393977549696834	-0.791719433753382	0.18	2.084058076735859	0.6141656305248622	0.28	2.6482545687827628	0.5238860366615796	0.4	0.6144804594904237	0.5890984354921134	1.2198708114781343
1015	FOS	NR5A2	POU4F1	0.3505879084729152	-0.6914562180780558	0.19	2.191678499296458	0.6279729190191521	0.3	2.761160931260695	0.6538510563162521	0.44	1.0617625276127762	0.7217202942473775	1.2520225866532804
1016	STAT5B	EBF1	KLF1	0.19430932546118004	-0.11716459620990116	0.17	0.4155351539428069	0.2946995509154253	0.27	0.25342146116095016	0.5313992836618828	0.4	0.8504861149642875	0.4603127365262023	1.160952950867277
1017	RELA	GLIS3	POU2F2	0.24242180752503933	-0.4989664397064151	0.16	1.4371742475761502	0.4324801949443591	0.26	1.7887850273682497	0.6755605475754494	0.39	1.7645216785588105	0.49353503466201243	1.1691983481542159
1018	DLX6	HOXA9	PPARG	0.3910426330531844	0.8518022062973417	0.2	2.696922838909812	0.7515820876492971	0.32	3.475595223838132	0.8569835314848939	0.47	2.1342082114793413	0.6181248803307571	1.5506763250453033
1019	HOXA3	HEYL	HOXA9	0.37192871176867914	-0.7174351914182893	0.18	2.6958007040065506	0.6568711317178573	0.3	2.9337564151052344	0.9212330565493954	0.42	2.8566194194916474	0.5756023034706761	0.723762597918586
1020	IRX5	HOXB8	ID4	0.34112109938240237	0.9758361490248562	0.18	2.3604887243280834	0.5398493650498358	0.29	2.1851657355370038	0.3542915691047299	0.42	0.36476631032123885	0.37367988175427147	0.8220105936051314
1021	RELA	EGR2	NKX3-1	0.17128745349130742	0.5324438232254483	0.18	0.1334450952550614	0.31196988148009663	0.3	0.10370938863046843	0.3749548885077032	0.44	0.3506308362925696	0.5286458761043336	1.3410463856718144
1022	LMX1B	HOXA13	MEIS3	0.4478635793517284	0.6135693925157478	0.16	5.716040079414633	0.8807257830651266	0.26	6.701562945631295	1.079890597259359	0.4	4.603879487120275	0.43962789969638827	0.582823981005133
1023	UNCX	FOXO6	MEIS1	0.34982944995628457	0.8571774948359339	0.17	2.921307697786903	0.44223774453043463	0.27	1.6412707800819968	0.7616826429046739	0.4	2.1570956802601358	0.558390294508909	0.9648622357550534
1024	E2F4	CEBPA	PBX1	0.32596358185681856	0.0381091860175006	0.18	2.6621318933580254	0.4072074539239736	0.29	1.2615047928809724	0.7231690231378094	0.44	1.7158656577597382	0.3479069808666049	0.8753812765778579
1025	FOXK1	EGR3	GLIS3	0.25442055828396604	0.5666080381936115	0.19	0.9147442811194098	0.4878306154325993	0.3	1.6291272103375787	0.742246882304971	0.45	1.5241384312131527	0.5117042976974702	1.5104472813032097
1026	USF2	EGR1	NR5A1	0.23137363731078195	-0.020322565269334642	0.18	0.7742918379044244	0.43946630500076256	0.29	1.3503593743724445	0.4837770860659063	0.43	0.297453586439868	0.44406964825117523	1.1356977354492286
1027	HOXA1	HOXA3	HOXB3	0.5819142154450795	-0.37723192865328165	0.2	5.128148345226524	0.7416840949055408	0.31	3.5298999278056913	1.0239082833439839	0.47	2.626543165125352	1.2422670674402707	1.4653852838062487
1028	SMAD4	GATA1	NKX2-3	0.304003004505669	-0.41419754307498735	0.17	1.9913422161214722	0.5524488757267689	0.27	2.616020287362416	0.8210612449664221	0.41	2.348248075204392	0.4560036876683853	1.1214060000887875
1029	MEF2C	CDX2	GFI1B	0.21736280221745305	0.08034842322144185	0.18	0.5554112600809792	0.387790868630578	0.29	0.8185727461318402	0.39399151724086234	0.42	0.13962809327574657	0.389543507203578	0.9484091126552827
1030	TEAD1	IRX1	POU4F1	0.5629018032231091	0.8908517334945223	0.18	6.274022275792812	0.8419773972393454	0.29	5.490203829341585	0.676349801848442	0.42	1.5166497898006663	0.7716742843749729	1.2351180987164665
1031	MEIS1	PAX5	POU4F1	0.3280211373935958	-0.8456722787118648	0.18	2.4027120882661133	0.5078203068317264	0.28	2.2380989437946375	0.6162493677671455	0.4	1.49239538941703	0.51086172264902	1.2054465366124059
1032	HOXB6	HOXA1	IRX1	0.4941185129476224	-0.6697954579259155	0.19	4.154280511341778	0.6995434061081742	0.31	3.1804040036709558	1.2964617663193696	0.44	4.782133929434501	0.5604812021707639	1.2164965769820033
1033	HOXB8	HOXB7	LMX1B	0.5869653850012124	0.8794583942882551	0.19	6.002069945020026	0.8358780261377361	0.3	5.041971617305581	1.0960649721512397	0.44	3.7537900112489346	0.781411970792278	0.7330470532235283
1034	HOXB3	SIX3	TAL1	0.5075130637480844	-0.8696277935371813	0.19	4.927248581255518	0.7716911199611713	0.3	4.580005384095306	0.8947804727077262	0.45	2.4926918341571356	0.4896090196827658	1.0143439191816879
1035	FOXC1	HOXA3	PPARG	0.2146202451444236	-0.7580922153613039	0.2	0.20024450367077606	0.34075436856163144	0.32	0.16613348986539125	0.40805249733953985	0.48	0.35642763800407584	0.6462617414315299	1.4363605858880244
1036	HOXB2	HOXA3	RARG	0.40878930372737105	-0.9939711767317867	0.17	3.8939381556196717	0.5904920754027838	0.28	3.2849760208037617	0.45139883151691507	0.4	0.3232784336212103	0.37008132993071774	0.7952667144878096
1037	MEIS1	LHX6	TEAD1	0.36825515439136075	-0.9902613312045151	0.19	2.5380407059953725	0.584140240250407	0.31	2.220238815389992	0.34827386455110076	0.46	0.5882753058829582	0.5814238613985987	1.5096330226514598
1038	GFI1B	ERG	HOXA9	0.38220982008737947	-0.9512138308527134	0.2	2.675003878779733	0.5333496521083401	0.31	1.9515061696033984	0.6062220111036085	0.42	1.1107827283404974	0.5613707687716367	0.9466650481229917
1039	RELA	EGR2	KLF1	0.12724932335261802	-0.09334872871315526	0.18	0.7833876256509615	0.1729958205178097	0.29	1.049711331302802	0.32995525929326464	0.44	0.5764508677848372	0.4073152251338561	1.2634077521058162
1040	HOXA5	HOXA9	NR2F2	0.36631889204874163	-0.7762491343503339	0.19	2.7557727053290924	0.6138055786798085	0.31	2.798847187657615	0.8393338617464083	0.45	2.122443727236499	0.5186752842097517	0.6959715836542082
1041	HOXA3	HOXB5	POU4F1	0.3599557357871811	-0.13394126070710036	0.19	2.5684923448733987	0.4650116626672882	0.3	1.6099880266663311	0.7471205611554006	0.44	1.842352411610243	0.6579360278523474	1.117786452511511
1042	HOXB2	HOXA7	HOXA9	0.6532416175434169	-0.663697839577359	0.22	5.194600357592846	1.1123162707199896	0.36	5.78560852273544	0.9055248560384488	0.54	1.6866593605292535	1.6973743091331053	1.3920624948912823
1043	HOXB7	HOXB6	POU4F1	0.46562114808109645	-0.23929188314756125	0.2	3.744411521150512	0.8059394922213723	0.32	3.9015514300985794	0.8284917657424433	0.45	2.020254430901165	0.7541983172334996	1.1242769385155529
1044	GATA1	GFI1B	MEIS1	0.4622365293259825	-0.8668385484038478	0.18	4.475415061261144	0.7964741379268885	0.29	4.450238943402097	0.8593471225039981	0.43	2.658465761260505	0.7580814743103685	1.2251458685701624
1045	PPARG	KLF4	MYF6	0.38904543341750536	0.6757950306801268	0.16	3.973219008009249	0.7256214011684525	0.25	4.761617174434304	0.7145354759689884	0.38	2.0015724965230905	0.31377160526491954	0.6123441150788005
1046	BPTF	GATA1	HOXB5	0.13648847872372513	0.09476120517942578	0.19	0.7036297903002632	0.22854766329840714	0.31	0.6126758175492119	0.3636057410731346	0.45	0.43218575801933623	0.554626113723987	1.3559689927317913
1047	HOXA9	HLF	ID4	0.3062965550128806	-0.1260146660537524	0.17	2.4969286653978573	0.3858740264842223	0.28	1.079623112653105	0.6616593418902412	0.41	1.6208235716976616	0.33079991281277765	0.8497177195437078
1048	CREB1	CEBPD	TP63	0.18393025966668433	0.5961963245297351	0.17	0.1937757317765112	0.3066124275194759	0.28	0.2173073531121035	0.4830074998557672	0.4	0.45124568595240594	0.36833926559608665	0.9358728550258042
1049	USF2	EGR1	ESR1	0.2521602192883181	-0.12171642136650213	0.15	2.144778053560992	0.4277466242470489	0.24	2.3387395802248787	0.461368460978127	0.36	0.7720128933008377	0.2128443854809472	0.7292762603840512
1050	NKX3-1	NR2F2	PROX1	0.31760065136492593	0.8794130149246001	0.17	2.573596655163489	0.4371804862772706	0.27	1.6868591809790359	0.6031678933455575	0.4	1.231336465379545	0.3169163890292408	0.5760889324254594
1051	HOXA3	IRX5	SIX3	0.4482913923235438	-0.8120921484719108	0.21	3.20875220096537	0.8428286853140028	0.34	3.8954892725313224	0.8134146000405873	0.49	1.6295546091817128	0.5747548900328336	0.8725409155919723
1052	MEF2C	EPAS1	NKX3-2	0.3944349243464651	-0.7562193093646213	0.16	4.219377556005833	0.7433052015280424	0.26	4.964958440718515	0.8304709309680569	0.38	2.925619628074739	0.24682258063282347	0.5224116720489698
1053	HOXA9	HOXA5	POU4F1	0.44728455777388504	-0.9067984512190802	0.22	3.175156232646948	0.7319298861002831	0.35	3.4469968221184937	0.46428483207793914	0.49	0.1404926104632233	0.9031063595836186	0.974420671284681
1054	HOXB5	HOXA2	POU4F1	0.5386463851083598	-0.8600910845403118	0.19	5.130599916280037	0.8905559786119039	0.3	5.293833630317244	0.6680614659988793	0.44	1.2673380696661982	0.6832515304498843	1.2058318781310597
1055	RELA	NR4A1	ZEB1	0.2836043784060558	-0.7999958560599763	0.15	2.396193365165465	0.5538195152871033	0.24	3.3271920188781308	0.6525257359457819	0.35	2.0108158259641633	0.3074663622677538	0.7500135867536417
1056	HOXA7	GLI3	NR5A2	0.48332456140686036	-0.43401890966752293	0.18	5.0908807507422305	0.7480031415683914	0.3	4.19623453008295	1.0560769035514448	0.44	3.5900630701514755	0.5979174810430954	1.0795361071200014
1057	HOXA5	NR5A1	PBX1	0.3031922020533636	-0.24258889130723713	0.17	2.106445983135349	0.424475712243809	0.28	1.287155610459479	0.6676488653052455	0.42	1.4047317104032555	0.5233816589398983	1.259625175993579
1058	HOXA7	GATA1	SIX3	0.3921624805267303	-0.7794879184320218	0.18	3.352960967803167	0.4947210959170736	0.3	1.758523880134505	0.9250510269248693	0.46	2.474486991467068	0.3984571594338835	0.860658251558633
1059	MEF2C	FOXO6	TAL1	0.29652682612078546	-0.4297915068286814	0.16	2.302490340867819	0.49139370081015454	0.26	2.339389457128285	0.5712413697327521	0.38	1.2603320848342938	0.404673164011657	1.0352270163983044
1060	IRX5	FOS	HOXB8	0.36829732488137745	0.9703201433796039	0.17	3.144806995027888	0.5129625468188581	0.27	2.2334102939857896	0.41567013195699953	0.39	0.1474874807789575	0.2790601824889185	0.839999683133994
1061	HOXB3	HOXA5	TP73	0.37779876984701793	-0.9086784610188686	0.19	2.829929070560359	0.656850852325074	0.31	3.0466110946772798	0.46473811963433054	0.45	0.08878452933779932	0.585972113911748	1.177614483751133
1062	NFKB1	AR	NR4A3	0.22206423023274863	0.5378599632772971	0.18	0.5546679008215075	0.4062769255356613	0.29	0.9066259336440944	0.6381749009242172	0.42	1.107733411179542	0.5161285643064479	1.4245911721563957
1063	HOXB7	GATA3	HOXB8	0.43593092130731853	0.8937077868441297	0.18	3.738969689670655	0.6696688375091597	0.28	3.4943596755904665	0.7351249268336773	0.41	1.8691076716955486	0.47720957275784137	0.7196955102550091
1064	PBX3	MEIS1	SIX3	0.6479945369672242	-0.9546488585687959	0.2	6.161486014996787	0.8126168198029899	0.32	3.8369082413186697	0.9964353124863097	0.46	2.816269409096513	0.9345160987138836	1.0512395056444892
1065	TEAD4	HNF4A	KLF5	0.3837777034247142	0.6098615741617295	0.14	5.554898612776443	0.7305373889026703	0.23	6.452676172996335	0.8325902009562469	0.34	4.080924730350529	0.24844635018326455	0.6223741612014737
1066	HOXA7	HEY2	HOXB6	0.4186273610072734	-0.35813051077272473	0.16	4.45810483634384	0.6807988041312988	0.26	4.201163287700883	0.7984563430232479	0.38	2.549282340782182	0.43116277032837846	0.7686383352946771
1067	HOXA9	HLF	HOXB6	0.3219927017543261	0.3795279395261322	0.19	2.0516367634621737	0.5361045204074029	0.31	1.9934064101273101	0.6838923283744136	0.47	1.105360405136421	0.6998961121146476	1.117156755435461
1068	ZNF202	MAFB	MITF	0.20798875430856475	0.10644378818161652	0.17	0.5699448822673285	0.28778048100720155	0.28	0.0694205251323044	0.4674924112853338	0.4	0.37356657073620236	0.4537554394757932	0.8871666827957925
1069	EBF1	HOXB7	HOXB8	0.42989384185029345	-0.7085584481416656	0.22	2.7725002490459976	0.729624577574516	0.37	2.636444060914079	0.7145192001335454	0.53	0.9520163238193389	1.1393830357360941	1.3627540288700009
1070	HSF1	FOXC1	NR5A1	0.09597461634298285	-0.5721695992706795	0.19	1.4281486548039184	0.14890140717367983	0.3	1.301451642218746	0.1836591668108989	0.44	1.4063855314391742	0.4826325828346314	1.4935246214282567
1071	HOXA2	HOXA9	SIX3	0.561360025085988	-0.9530720964626074	0.21	5.207136416481502	0.7463958669030404	0.34	3.3646769021479606	0.7663469821010009	0.5	1.3987562335388304	0.7531032447063835	0.7301726250056331
1072	MECOM	HOXA9	MEIS1	0.4227710672286063	0.3653624019921993	0.21	2.755842944809419	0.6910369974381148	0.33	2.8659614405868292	0.9321688698720276	0.47	2.2962792794321585	1.2366871259179142	1.7542378837715922
1073	HOXA7	HOXA9	TWIST1	0.5014522856121245	-0.7251011910801921	0.2	4.121128913633372	0.8171135988473266	0.33	3.688005765115931	1.2799706477706536	0.47	4.239476881852559	0.6714390186218653	0.713102831889596
1074	MEIS1	KLF1	PBX1	0.3382092875028225	0.23834134773312726	0.17	2.5053592042366106	0.5155016172739642	0.27	2.2379254571013307	0.6925229248288765	0.41	1.6161686820794476	0.5909780457710396	1.1581546100279119
1075	GATA5	HOXB5	LMX1B	0.42956421248679816	0.8692207794315854	0.2	3.9580529778322	0.5583178290606509	0.32	2.3759036960022937	0.8428125864772591	0.48	2.1826004278956037	0.6963096541977056	0.9959025575928693
1076	CREB1	CEBPD	HOXA5	0.2794738320789251	0.6278281692238593	0.18	1.5327009646447063	0.4670464911989767	0.28	1.8193039713050145	0.7441809319764117	0.4	2.138874146800014	0.5112562584645644	1.1699455568002821
1077	HOXB1	AR	HOXB8	0.34216102181011343	0.9276200411598184	0.2	2.1137648635908834	0.48940068764622247	0.32	1.4563097826170985	0.4826347078137534	0.46	0.11993293407355159	0.659880011752362	1.16749137841671
1078	HOXA1	AR	HOXA5	0.5567160592268969	-0.16651353224809215	0.21	4.621084595418559	0.7517144093193877	0.33	3.3223995153770653	1.2272823554470658	0.48	4.050857625516406	0.9564357683921361	1.4179623066321203
1079	RELA	GLIS3	KLF2	0.12162223308715943	-0.30123202561961465	0.17	0.8392321156945475	0.20939089452975024	0.27	0.6033723358633586	0.21880863056066513	0.39	1.0768573389068328	0.3162470187426303	0.9644668301762498
1080	TCF3	GATA1	PAX5	0.1460645257669354	-0.398079665051627	0.17	0.44643408382728805	0.24523164895062677	0.26	0.1546506247384352	0.39245483666223313	0.41	0.10948037585171111	0.3802485768833068	0.9836814880107547
1081	HOXB3	HOXA9	HOXB6	0.5246590336969363	-0.22163902178085615	0.22	3.7937829281226514	0.8273367361923758	0.35	3.480929285926402	1.147910687672348	0.48	3.23412379408253	1.0607805622410784	0.8952092419062443
1082	HOXA2	HOXA13	LMX1B	0.5226571145955369	0.9247438965061903	0.18	5.1894609144837895	0.6893450740913377	0.28	3.711560812029789	0.594649748427071	0.41	1.020503729104191	0.6732686347919516	0.7592586561220309
1083	MSX2	ID4	TBX4	0.2577985364781997	0.6663812965729379	0.16	1.9542107623648197	0.49909203722311757	0.26	2.9771780263309697	0.6664787223855253	0.38	2.1781700803874204	0.1651465346547658	0.40186304156121944
1084	HOXA13	EGR2	LMX1B	0.44551721032864844	0.9227897987613778	0.16	4.80142008305752	0.7311241241382327	0.26	4.838027521243083	0.5596607135334217	0.4	0.9794016371507716	0.43257751071434924	1.0134990901163454
1085	HOXB5	HOXA3	MECOM	0.4484766752556265	-0.764829838240607	0.19	3.7349573698318137	0.8100943888304166	0.3	4.312997550139803	0.6879777598979935	0.43	1.3973708025413067	0.7329245365986385	1.2552651145048839
1086	MEF2C	BCL6B	FOXC1	0.2929226341451421	0.23120035741210185	0.18	1.83949053490043	0.5142786236326127	0.28	2.28661656503847	0.8055704471431979	0.42	2.21263893632612	0.5834556737522782	1.459671424097332
1087	HOXA2	HOXB6	HOXB7	0.615494759326337	0.9342543515098403	0.22	5.542223428558318	0.7981889651706782	0.35	4.0077929732743565	1.0315172029168975	0.53	2.5067964614210827	1.2330997226419291	1.2456646574130663
1088	MEIS1	LEF1	UNCX	0.2575745398941673	-0.8144303238528181	0.17	1.3757735524350003	0.4082203368171545	0.26	1.335526047065871	0.3861662050412136	0.4	0.07939960264110943	0.3396263397650401	0.7265738980739669
1089	HOXA3	PAX5	SIX3	0.42441431421863307	-0.8592345587621077	0.18	4.362216495190245	0.7475549435909559	0.3	4.53442336188592	0.7016489295352168	0.43	1.758311591781623	0.3824703389929627	0.7084003353806172
1090	HOXB6	GATA1	HOXB2	0.39846895741106864	-0.919322819650225	0.18	3.404707374257851	0.5124991736034037	0.29	2.1091944695937688	0.48763968276968495	0.42	0.3772702453927984	0.5687912137194742	0.9347097572777501
1091	HOXA5	HES1	PBX1	0.363639132286803	-0.2712053440761659	0.19	2.6251383564631054	0.5176378804498571	0.3	1.949304318465236	0.869364799909139	0.44	2.305391519467851	0.616929089005303	1.0587019098298671
1092	HOXA9	KLF4	POU4F1	0.45323754713849823	-0.9619227023387507	0.19	4.266530079718953	0.7645858029316281	0.29	4.495492189303531	0.7100344693794658	0.44	1.480931017436033	0.6980137305554783	1.3622317819151015
1093	MEF2C	CDX2	NFIA	0.23094556215895598	0.6319602716075624	0.18	0.7167477180782807	0.43981154422676894	0.29	1.2642918902548836	0.5229739942803331	0.44	0.41885325944191026	0.4786530624632346	1.2040685376507247
1094	STAT5B	GATA1	GATA2	0.3344603628614873	-0.6991732481545023	0.18	2.3382409557123953	0.5286438267830655	0.28	2.3223914571927073	0.5737401931190966	0.43	0.7534598763131986	0.519655840704365	1.0687792312117934
1095	HOXB6	HES4	HEYL	0.27849457376164455	-0.13067053499155284	0.16	2.164481202823749	0.4079854229312929	0.26	1.5412945832458775	0.6911459599781464	0.37	2.0639238871241856	0.30469956909680995	0.8274776769192651
1096	LMX1B	HOXA13	HOXB7	0.38303816688955905	0.9825104754636919	0.19	2.7205014950069613	0.5644196759331646	0.3	2.26086357749828	0.4736521954079551	0.43	0.23870848849628637	0.8488365862060006	0.8739671713983106
1097	POU4F2	OLIG2	TEAD4	0.19852193179444624	0.07962856930273274	0.18	0.2818785751948902	0.27776530438866454	0.3	0.18254512809855	0.544623214254579	0.43	0.6270427904217433	0.39411029853659674	1.3049413453681793
1098	RELA	HMGA2	NKX3-1	0.20701699639001098	0.49523320414422567	0.19	0.24434853466800063	0.28074097965389466	0.3	0.15530500179055712	0.37879578397717095	0.43	0.2755743664385427	0.48432159890129434	1.2744376842249339
1099	PBX3	HOXA7	POU4F1	0.5769267962855001	-0.9007938754884706	0.2	5.627000844387007	1.037656296240774	0.31	6.316938507552305	0.9015986813700634	0.47	2.2331120876090234	0.6652011489131837	1.1088691830385229
1100	POU3F4	EGR1	HOXA2	0.11495170441466204	0.7707986107262046	0.18	1.0312914428384548	0.22691322520126667	0.3	0.6962326710122608	0.28579709852019697	0.42	0.8800210739174952	0.3603067851233379	1.2883571716787734
1101	MEIS1	HOXA2	UNCX	0.37294819881220176	-0.9266089435777823	0.18	3.1040717760203362	0.5014017048685627	0.29	1.906015401245441	0.547740116850985	0.42	0.9187033230170844	0.6660609481362365	0.8833304599816869
1102	HOXA5	HOXA13	HOXB1	0.5518856571493271	0.9353925343249699	0.15	7.1934663755381845	0.9945004522489511	0.24	8.050801755370552	0.811915094043318	0.34	3.3355205920931343	0.47264686823467184	0.5697009787764364
1103	E2F4	PAX5	PBX1	0.17273501660547838	-0.13134849842379356	0.18	0.10594316525271352	0.2524544616320874	0.29	0.32414326606164723	0.4020298063571608	0.42	0.09505598159948359	0.4416767063520597	1.2471101090837968
1104	SOX6	ID4	OLIG2	0.3741661729093719	0.8321721475051557	0.18	2.9229784882132877	0.674457605103459	0.29	3.433177722939528	0.6983222958930884	0.43	1.416572775084481	0.441595122670853	1.1179689248005231
1105	E2F4	KLF4	PPARG	0.1644585062938391	-0.3928167318354889	0.18	0.24206292677750724	0.24790606314309427	0.29	0.3788880498123333	0.27076510188046754	0.42	0.8696525291832169	0.5803858212508959	1.4591959440643438
1106	HOXB7	EGR3	HOXB1	0.3425857768531138	0.973173126824718	0.16	3.296590600901933	0.5355826603524607	0.27	2.790121609324552	0.41764827962350015	0.39	0.1807936498441546	0.33344751820575613	0.7343213898959129
1107	FOXC1	ID4	PBX1	0.45290478917356747	0.9670397621086568	0.19	3.5051800842408203	0.6511310282200922	0.31	2.5951095751973936	0.4376411532241038	0.45	0.06402912038430085	0.6093413279284823	1.0944684639479596
1108	HOXB5	HOXA9	TFCP2L1	0.4083580195787172	-0.8697392746671364	0.2	2.8086330775932558	0.7097138991805456	0.31	3.2954232063757973	0.5676217454510031	0.45	0.657240646582582	0.6208505544191745	1.286927314391376
1109	HOXA5	HOXB2	MEIS1	0.4706165794091808	-0.8560525342042593	0.23	2.9760177001346957	0.8775721787197519	0.36	4.077233737995195	0.9078886007726039	0.52	1.9150843605526864	1.1048396415426316	1.1265087155042202
1110	CUX2	LHX6	POU4F1	0.35410110091841274	0.9247079909141945	0.2	2.0616162507187825	0.5932163931125105	0.32	2.157731951409475	0.43200419121377687	0.49	0.27827309428099534	0.7230278021668815	1.6200383176331186
1111	HOXA7	HOXA3	POU4F1	0.43169905620964866	-0.9054348133496367	0.21	3.116386335779708	0.7432920088770992	0.35	3.234715073637599	0.816155985428229	0.49	1.7615198495085258	0.7283406409673918	0.7943874285648058
1112	DLX5	POU4F1	VDR	0.29183543710473947	0.8401944198550307	0.17	2.010714457620113	0.5279648437423523	0.28	2.3694689191722	0.4906651199441443	0.41	0.5363043530145689	0.4810602390370087	1.266358990867721
1113	IKZF1	FOXO6	NR4A3	0.15308084016796172	-0.623232348611347	0.16	0.11581155211508799	0.24245912706044348	0.25	0.07387040083586305	0.21803904435052868	0.38	0.9460449899584736	0.3133126992556856	0.937974496088041
1114	HOXB2	HEYL	HOXA7	0.36565365549242573	-0.5100053523806738	0.19	2.6786655112578126	0.5644637520414055	0.3	2.180390734695506	0.7917116641504398	0.46	1.903095421320534	0.6334764587562867	1.1289725771035148
1115	LMX1B	HOXA1	MEIS1	0.5358920216381096	-0.12678280276605408	0.2	4.84383180010956	0.8372315084345388	0.33	4.249351216743915	1.4001388704489477	0.49	4.345896337931416	0.7980857169462467	1.3564614700794313
1116	IRX5	HOXA13	HOXB8	0.5812177435612508	0.9830207723111474	0.18	5.635771945520482	0.7207113982307363	0.27	4.034018815291031	0.5811858668002143	0.4	0.9548807139375157	0.8318783885796628	1.0598308659837508
1117	GFI1B	GATA2	HOXA9	0.34113564805703644	-0.5152077236941408	0.19	2.4896144114276644	0.47518593349818516	0.31	1.6218626542523298	0.7492792892712687	0.44	2.1852443662876695	0.4072475126853341	1.1291440278086253
1118	HOXA3	HOXA1	SIX3	0.41176851308767415	-0.9015425884370516	0.18	3.3419587170745393	0.6747205585258943	0.29	3.142695712954536	0.5826776341934989	0.43	0.7984335710495664	0.5687621095721687	0.7812347204456773
1119	HOXB7	HOXA5	HOXB3	0.5001442160669417	-0.7247294770707173	0.2	3.776410746949731	0.9530515475002022	0.32	4.650572634999612	1.1009381612345592	0.48	2.8908901837760412	1.2441492701430126	1.4928015726714627
1120	HOXB1	GATA1	HOXB7	0.35992917819255993	0.9536206192093083	0.18	2.8313589074936654	0.4368152807313641	0.29	1.2470237123659926	0.4342714945678905	0.41	0.13554634274893093	0.48228220513108777	1.142544226706797
1121	RELA	JUN	TP73	0.18387610328120732	-0.4999245468074992	0.16	0.3850146791509341	0.28832668431546304	0.26	0.28068470512657	0.5419195783729878	0.39	0.9095006378147318	0.300826441933963	1.0146805183486118
1122	PBX3	HOXA9	HOXB6	0.5276360767799212	-0.8388517018870935	0.19	4.839094534461415	0.9946210003680382	0.31	6.018387865707683	1.0275912554414175	0.45	3.329727534680054	1.0607805622410784	1.192640446582684
1123	MYF6	OLIG2	SOX15	0.35107239877358176	0.3042452164770484	0.16	3.1104849189770696	0.47520046298262975	0.27	1.8568507990160203	0.7480367438536377	0.37	2.1420433456014543	0.3540903845995014	0.6782448348216303
1124	MSX2	ETV1	LMX1B	0.42239593656595414	0.7616359772283161	0.16	4.4747123379564435	0.8322663854873227	0.25	5.959190504687816	1.0633378176630028	0.36	4.585798181963629	0.42063815619908196	0.8091458990186058
1125	TCF4	NR5A1	VDR	0.4538429311239129	-0.8528838716897639	0.17	4.246473520549268	0.6365610120175536	0.28	2.9350789250185385	0.8503258334775641	0.39	2.6350226844452345	0.533950415912047	1.1968266408143546
1126	HOXB3	HOXA3	TCF7	0.3137330652930205	-0.7109439891305264	0.16	2.5804989844137745	0.48376609884455546	0.25	2.223080935327544	0.61038002903345	0.35	1.6998582630385397	0.2649145541782456	0.6317110775264587
1127	NFKB1	AHR	HOXA9	0.304834311734884	-0.6279428791017012	0.18	1.8329289240237465	0.5595757759256912	0.29	2.3512218863088767	0.6534558002942297	0.42	1.4671669747069689	0.4752827103170034	1.079518728960918
1128	MEIS1	UNCX	WT1	0.3124105866675843	-0.9043856804517062	0.2	1.7760221935921938	0.45843648798736036	0.32	1.1791465212425087	0.3300044843296668	0.46	0.7328892310962934	0.5602254885807523	0.902208518649267
1129	HOXB1	BHLHE41	FOXC1	0.2404888669948957	0.8821915965868544	0.18	0.8500685589179756	0.3558130559274322	0.3	0.4599775666744591	0.3775352165036914	0.45	0.3793997895583986	0.6121325552396524	1.4608665699255758
